Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
13 Nov,"7,842","12,583","10,665",788,"1,355","4,460","116,207","1,419","43,373","41,150","55,814","2,048","16,661","4,890","12,396",934,"4,714","4,362","8,602","16,898","5,846","14,131","5,615","19,191","1,148","2,582","16,316","2,284","4,090","4,640","9,555","1,299",823,"3,054",0,
14 Nov,"7,862","12,631","10,831",803,"1,392","4,511","117,462","1,438","44,182","42,372","56,070","2,060","16,807","4,926","12,447",958,"4,735","4,389","8,666","17,142","5,911","14,209","5,673","19,260","1,156","2,669","16,446","2,290","4,115","4,671","9,732","1,307",830,"3,054",0,
15 Nov,"7,911","12,691","10,990",803,"1,403","4,518","118,627","1,454","44,491","43,443","56,287","2,073","17,013","4,976","12,521",978,"4,735","4,403","8,710","17,355","5,960","14,293","5,673","19,335","1,158","2,683","16,609","2,294","4,129","4,671","9,732","1,310",830,"3,054",0,
16 Nov,"7,932","12,698","10,990",805,"1,405","4,585","119,633","1,454","45,049","44,148","56,551","2,082","17,172","4,976","12,543",980,"4,737","4,403","8,755","17,393","6,061","14,411","5,714","19,381","1,233","2,744","16,757","2,297","4,129","4,671","9,749","1,315",841,"3,054",0,
17 Nov,"7,975","12,700","10,990",820,"1,419","4,675","120,670","1,464","45,697","44,800","56,757","2,120","17,343","5,041","12,557",995,"4,738","4,407","8,805","17,498","6,107","14,512","5,731","19,444","1,266","2,766","17,025","2,317","4,148","4,672","9,755","1,321",866,"3,054",0,
18 Nov,"7,993","12,769","11,044",832,"1,440","4,828","121,818","1,491","46,062","45,295","57,237","2,159","17,597","5,086","12,640","1,009","4,738","4,428","8,855","17,708","6,114","14,597","5,827","19,490","1,339","2,766","17,299","2,322","4,152","4,747","9,759","1,323",899,"3,057",0,
19 Nov,"8,043","12,857","11,203",855,"1,461","4,936","123,003","1,531","46,456","45,739","57,662","2,187","17,728","5,106","12,680","1,009","4,759","4,444","8,899","17,903","6,235","14,676","5,897","19,606","1,390","2,891","17,897","2,323","4,202","4,783","9,759","1,352",899,"3,057",0,
20 Nov,"8,064","12,918","11,331",865,"1,476","5,004","124,243","1,576","47,328","46,248","58,041","2,221","17,893","5,171","12,738","1,057","4,766","4,483","8,970","18,121","6,379","14,755","5,973","19,711","1,394","2,935","18,163","2,336","4,212","4,852","9,759","1,358",912,"3,057",0,
21 Nov,"8,106","13,012","11,513",873,"1,538","5,060","125,822","1,620","47,692","46,903","58,384","2,231","18,144","5,229","12,827","1,088","4,766","4,511","9,023","18,364","6,399","14,831","6,039","19,799","1,453","2,981","18,471","2,344","4,245","4,923","9,759","1,364",937,"3,057",0,
22 Nov,"8,124","13,115","11,635",882,"1,569","5,137","127,164","1,649","48,064","47,380","58,679","2,247","18,282","5,360","12,902","1,136","4,940","4,521","9,080","18,593","6,421","14,905","6,088","19,896","1,514","3,027","18,642","2,347","4,255","4,969","9,759","1,373",951,"3,062",0,
23 Nov,"8,154","13,183","11,806",893,"1,574","5,219","128,173","1,649","48,666","48,385","59,044","2,257","18,414","5,445","12,913","1,146","5,213","4,536","9,113","18,626","6,446","14,988","6,102","19,996","1,551","3,087","18,755","2,349","4,271","5,000","9,759","1,375",959,"3,063",0,
24 Nov,"8,160","13,294","11,950",908,"1,587","5,303","129,188","1,690","48,965","49,313","59,398","2,288","18,504","5,496","12,934","1,235","5,258","4,550","9,160","18,684","6,471","15,069","6,167","20,091","1,632","3,154","18,893","2,352","4,271","5,076","9,859","1,377",960,"3,065",0,
25 Nov,"8,199","13,389","12,078",927,"1,635","5,453","130,461","1,735","49,706","50,321","59,800","2,312","18,694","5,554","12,998","1,283","5,286","4,560","9,219","18,944","6,550","15,153","6,219","20,128","1,687","3,238","19,129","2,355","4,324","5,155","9,898","1,379","1,002","3,065",0,
26 Nov,"8,223","13,500","12,223",944,"1,665","5,556","131,525","1,774","50,482","50,880","60,190","2,322","18,916","5,603","13,047","1,320","5,304","4,577","9,300","19,251","6,594","15,235","6,265","20,206","1,700","3,340","19,335","2,356","4,428","5,204","9,934","1,404","1,077","3,073",0,
27 Nov,"8,244","13,582","12,414",964,"1,707","5,645","132,961","1,820","51,181","51,843","60,618","2,351","19,081","5,689","13,091","1,377","5,350","4,615","9,349","19,490","6,746","15,327","6,367","20,347","1,739","3,497","19,596","2,362","4,428","5,218","9,973","1,426","1,110","3,073",0,
28 Nov,"8,255","13,681","12,648",982,"1,750","5,783","134,331","1,867","51,548","52,961","61,071","2,378","19,301","5,775","13,147","1,410","5,376","4,647","9,387","19,676","6,793","15,420","6,440","20,439","1,769","3,622","19,766","2,369","4,469","5,253","10,001","1,456","1,137","3,091",0,
29 Nov,"8,282","13,790","12,799",994,"1,821","5,922","135,762","1,913","51,776","54,997","61,483","2,405","19,505","5,932","13,187","1,441","5,443","4,671","9,428","19,949","6,811","15,508","6,502","20,552","1,800","3,678","19,939","2,371","4,577","5,257","10,009","1,463","1,189","3,110",0,
30 Nov,"8,292","13,879","13,061","1,002","1,823","5,963","136,861","1,943","52,517","55,896","61,883","2,405","19,621","5,932","13,199","1,465","5,457","4,679","9,463","20,041","6,926","15,585","6,503","20,657","1,860","3,823","20,075","2,373","4,620","5,276","10,014","1,470","1,209","3,110",0,
1 Dec,"8,301","13,988","13,215","1,036","1,842","6,073","137,919","1,993","53,395","56,626","62,313","2,438","19,748","6,122","13,281","1,523","5,490","4,697","9,530","20,098","6,962","15,671","6,594","20,804","1,872","3,939","20,238","2,376","4,620","5,352","10,094","1,473","1,242","3,110",0,
2 Dec,"8,311","14,190","13,336","1,050","1,854","6,195","139,085","2,074","54,159","57,570","62,773","2,461","20,052","6,204","13,314","1,592","5,522","4,719","9,581","20,273","7,066","15,759","6,662","20,921","1,903","3,993","20,465","2,426","4,620","5,371","10,124","1,473","1,271","3,139",0,
3 Dec,"8,355","14,420","13,467","1,080","1,913","6,384","140,238","2,168","55,807","58,337","63,337","2,485","20,365","6,361","13,368","1,622","5,599","4,731","9,658","20,464","7,154","15,845","6,739","21,057","1,975","4,047","20,644","2,451","4,621","5,377","11,879","1,475","1,297","3,157",0,
4 Dec,"8,369","14,542","13,597","1,161","2,003","6,565","141,270","2,223","56,799","59,228","63,901","2,519","20,596","6,361","13,439","1,654","5,655","4,764","9,746","20,673","7,215","15,924","6,803","21,237","2,030","4,128","20,799","2,461","4,626","5,397","12,001","1,496","1,326","3,172",0,
5 Dec,"8,384","14,633","13,740","1,187","2,038","6,732","142,630","2,336","57,885","59,986","64,440","2,551","20,834","6,621","13,535","1,715","5,741","4,791","9,804","20,834","7,244","16,002","6,866","21,395","2,087","4,193","20,913","2,467","4,626","5,416","12,053","1,512","1,344","3,172",0,
6 Dec,"8,422","14,743","13,874","1,229","2,098","6,956","143,961","2,355","59,273","60,514","65,012","2,551","21,019","6,621","13,605","1,835","5,854","4,805","9,856","20,973","7,349","16,089","6,924","21,569","2,141","4,248","21,138","2,472","4,673","5,418","12,072","1,515","1,369","3,263",0,
7 Dec,"8,426","14,845","14,007","1,243","2,109","7,055","145,427","2,355","60,444","61,108","65,557","2,582","21,108","6,830","13,633","1,881","5,899","4,830","9,919","21,087","7,427","16,174","6,960","21,914","2,197","4,282","21,302","2,478","4,719","5,425","12,120","1,517","1,427","3,263",0,
8 Dec,"8,444","14,931","14,105","1,283","2,174","7,223","146,621","2,432","61,175","61,877","66,099","2,606","21,364","7,024","13,695","1,917","5,949","4,839","9,987","21,175","7,474","16,261","6,981","22,026","2,238","4,346","21,473","2,487","4,719","5,434","12,243","1,526","1,448","3,266",0,
9 Dec,"8,450","15,070","14,271","1,305","2,182","7,421","147,838","2,502","62,083","62,612","66,817","2,663","21,643","7,253","13,778","1,948","5,961","4,896","10,027","21,300","7,531","16,341","7,056","22,183","2,299","4,426","21,708","2,487","4,758","5,490","12,302","1,534","1,475","3,290",0,
10 Dec,"8,458","15,182","14,440","1,318","2,244","7,612","149,018","2,534","63,043","63,610","67,613","2,688","21,752","7,458","13,824","2,006","6,033","4,916","10,085","21,440","7,666","16,424","7,057","22,402","2,308","4,491","21,847","2,496","4,769","5,521","12,339","1,541","1,508","3,290",0,
11 Dec,"8,478","15,292","14,632","1,346","2,294","7,769","150,250","2,573","64,072","64,608","68,361","2,716","21,965","7,674","13,880","2,077","6,078","4,950","10,150","21,503","7,800","16,506","7,088","22,661","2,373","4,553","21,996","2,501","4,809","5,532","12,403","1,544","1,514","3,295",0,
12 Dec,"8,507","15,361","14,836","1,385","2,384","7,996","151,201","2,636","65,355","65,600","69,130","2,744","22,126","7,790","13,971","2,162","6,137","4,987","10,226","21,588","7,878","16,593","7,128","22,887","2,417","4,619","22,174","2,513","4,880","5,569","12,455","1,554","1,536","3,306",0,
13 Dec,"8,522","15,433","14,972","1,434","2,435","8,147","152,499","2,702","66,210","66,517","69,921","2,765","22,353","7,940","14,075","2,206","6,216","5,016","10,287","21,704","7,971","16,682","7,183","23,199","2,428","4,698","22,355","2,521","4,912","5,610","12,472","1,583","1,546","3,306",0,
14 Dec,"8,526","15,510","15,110","1,447","2,463","8,258","154,005","2,702","66,810","67,496","70,634","2,776","22,469","8,013","14,123","2,294","6,313","5,063","10,335","21,758","8,058","16,769","7,185","23,494","2,474","4,776","22,433","2,530","4,912","5,616","12,503","1,586","1,547","3,321",0,
15 Dec,"8,538","15,583","15,276","1,486","2,543","8,418","155,122","2,752","68,066","68,260","71,369","2,789","22,862","8,119","14,171","2,368","6,333","5,097","10,408","21,797","8,116","16,843","7,242","23,572","2,513","4,849","22,609","2,551","5,049","5,627","12,613","1,607","1,559","3,322",0,
16 Dec,"8,546","15,728","15,452","1,527","2,699","8,636","156,343","2,775","69,500","68,681","72,124","2,823","23,142","8,119","14,243","2,463","6,386","5,130","10,472","21,972","8,289","16,922","7,336","24,019","2,570","4,927","22,762","2,563","5,149","5,641","12,656","1,617","1,600","3,342",0,
17 Dec,"8,554","15,860","15,633","1,577","2,779","8,860","158,033","2,847","70,777","69,301","72,979","2,860","23,377","8,214","14,338","2,542","6,468","5,161","10,551","22,086","8,410","17,006","7,365","24,352","2,609","5,030","23,050","2,571","5,339","5,656","12,682","1,644","1,643","3,354",0,
18 Dec,"8,557","15,981","15,789","1,612","2,950","9,071","159,620","2,867","71,764","69,655","73,798","2,891","23,657","8,326","14,420","2,627","6,479","5,180","10,674","22,196","8,616","17,095","7,419","24,883","2,662","5,125","23,234","2,578","5,339","5,699","12,710","1,650","1,708","3,365",0,
19 Dec,"8,569","16,077","15,969","1,644","3,001","9,287","161,519","2,901","72,896","70,653","74,550","2,927","23,926","8,480","14,498","2,687","6,528","5,215","10,763","22,331","8,780","17,181","7,478","25,274","2,700","5,220","23,606","2,592","5,384","5,737","12,742","1,689","1,779","3,365",0,
20 Dec,"8,573","16,176","16,163","1,697","3,076","9,497","163,111","2,936","73,948","71,531","75,274","2,950","24,081","8,617","14,586","2,806","6,528","5,238","10,847","22,458","8,937","17,263","7,550","25,763","2,773","5,332","23,727","2,654","5,448","5,748","12,759","1,707","1,808","3,368",0,
21 Dec,"8,591","16,311","16,353","1,718","3,130","9,683","164,577","2,955","74,664","72,528","76,111","2,950","24,292","8,913","14,629","2,905","6,682","5,295","10,913","22,580","9,036","17,353","7,556","26,322","2,799","5,464","23,803","2,708","5,469","5,791","12,791","1,717","1,821","3,368",0,
22 Dec,"8,620","16,428","16,592","1,751","3,152","9,925","165,888","2,991","75,589","73,423","76,817","2,969","24,474","9,055","14,695","2,949","6,715","5,334","11,007","22,628","9,067","17,426","7,615","26,861","2,832","5,537","23,919","2,713","5,479","5,799","12,824","1,729","1,907","3,415",0,
23 Dec,"8,650","16,550","16,777","1,801","3,183","10,144","167,842","3,030","76,492","74,335","77,651","2,991","24,892","9,156","14,785","3,036","6,760","5,356","11,116","22,788","9,134","17,502","7,653","27,385","2,886","5,648","24,015","2,721","5,495","5,830","12,852","1,759","1,959","3,465",0,
24 Dec,"8,664","16,673","16,931","1,869","3,243","10,397","169,775","3,068","77,194","75,226","78,385","3,017","25,264","9,246","14,880","3,079","6,777","5,398","11,197","22,888","9,237","17,582","7,722","27,905","2,931","5,726","24,229","2,730","5,537","5,862","12,893","1,822","1,996","3,495",0,
25 Dec,"8,679","16,785","17,097","1,948","3,352","10,653","171,871","3,096","78,097","76,137","79,207","3,039","25,482","9,334","14,973","3,169","6,855","5,422","11,286","22,988","9,302","17,657","7,757","28,316","2,970","5,791","24,308","2,734","5,573","5,904","12,915","1,829","2,012","3,559",0,
26 Dec,"8,698","16,881","17,338","2,002","3,354","10,927","173,929","3,096","78,698","77,008","80,010","3,039","25,770","9,414","15,036","3,225","6,870","5,454","11,367","23,063","9,345","17,732","7,761","28,863","3,012","5,856","24,401","2,737","5,607","5,919","12,966","1,844","2,012","3,603",0,
27 Dec,"8,711","16,947","17,488","2,077","3,454","11,110","175,926","3,116","79,590","77,793","80,748","3,056","25,970","9,499","15,081","3,316","6,878","5,470","11,462","23,123","9,414","17,810","7,787","29,125","3,066","5,947","24,518","2,740","5,640","5,933","13,058","1,868","2,041","3,603",0,
28 Dec,"8,727","17,085","17,608","2,138","3,474","11,320","177,604","3,127","79,993","78,770","81,532","3,056","26,079","9,542","15,102","3,518","6,911","5,523","11,540","23,139","9,493","17,892","7,791","29,462","3,107","6,025","24,599","2,748","5,683","5,936","13,084","1,877","2,058","3,676",0,
29 Dec,"8,736","17,257","17,729","2,192","3,491","11,602","179,660","3,157","81,322","79,826","82,321","3,078","26,393","9,616","15,163","3,684","6,933","5,534","11,624","23,222","9,549","17,977","7,806","30,030","3,188","6,127","24,715","2,754","5,693","5,941","13,130","1,896","2,088","3,688",0,
30 Dec,"8,742","17,414","17,901","2,282","3,531","11,898","181,713","3,192","82,555","80,777","83,217","3,093","26,712","9,672","15,237","3,740","6,968","5,599","11,734","23,347","9,583","18,066","7,869","30,568","3,357","6,191","24,856","2,760","5,693","5,946","13,161","1,914","2,141","3,695",0,
31 Dec,"8,746","17,593","18,170","2,337","3,603","12,155","183,735","3,227","83,579","81,716","84,152","3,118","27,076","9,740","15,303","3,794","6,995","5,664","11,826","23,464","9,671","18,149","7,907","31,047","3,552","6,276","24,966","2,771","5,722","5,979","13,216","1,941","2,167","3,841",0,
1 Jan,"8,753","17,694","18,457","2,417","3,671","12,388","185,691","3,263","85,083","82,613","85,039","3,136","27,374","9,835","15,402","3,829","7,014","5,724","11,900","23,611","9,724","18,233","7,986","31,597","3,617","6,356","25,113","2,773","5,754","5,995","13,227","1,954","2,181","3,866",0,
2 Jan,"8,761","17,859","18,703","2,477","3,690","12,679","187,585","3,296","86,250","83,584","85,762","3,136","27,587","9,894","15,419","3,879","7,033","5,783","11,945","23,649","9,784","18,319","8,019","32,187","3,683","6,471","25,181","2,782","5,772","6,012","13,250","1,960","2,216","3,866",0,
3 Jan,"8,763","17,978","18,839","2,537","3,735","12,897","189,243","3,322","87,482","84,512","86,361","3,160","27,892","9,958","15,490","3,993","7,046","5,804","11,998","23,710","9,865","18,408","8,053","32,782","3,750","6,552","25,262","2,787","5,781","6,027","13,277","1,984","2,235","3,867",0,
4 Jan,"8,768","18,096","18,997","2,587","3,759","13,043","191,075","3,336","88,561","85,549","87,070","3,160","28,077","9,982","15,510","4,159","7,109","5,847","12,052","23,734","9,923","18,500","8,070","33,292","3,802","6,614","25,372","2,796","5,787","6,038","13,313","2,006","2,239","3,880",0,"772,103"
5 Jan,"8,776","18,263","19,161","2,638","3,779","13,340","192,899","3,356","89,661","86,545","87,797","3,189","28,358","10,042","15,591","4,248","7,139","5,860","12,118","23,806","9,958","18,586","8,100","33,931","3,896","6,696","25,532","2,818","5,822","6,069","13,380","2,010","2,296","3,888",0,
6 Jan,"8,805","18,454","19,349","2,716","3,821","13,612","195,301","3,397","91,131","87,568","88,642","3,213","28,733","10,108","15,679","4,453","7,164","5,902","12,217","23,984","10,000","18,673","8,134","34,394","4,058","6,783","25,701","2,838","5,825","6,081","13,438","2,020","2,320","3,888",0,
7 Jan,"8,836","18,643","19,713","2,763","3,942","13,967","197,699","3,454","92,547","88,566","89,590","3,239","29,212","10,184","15,772","4,631","7,186","5,961","12,280","24,155","10,081","18,756","8,183","34,760","4,215","6,875","25,840","2,863","5,826","6,113","13,485","2,053","2,399","3,934",0,
8 Jan,"8,878","18,874","19,966","2,838","3,974","14,346","200,658","3,526","94,371","89,637","90,615","3,272","29,724","10,298","15,861","4,694","7,212","5,998","12,382","24,322","10,158","18,848","8,245","35,348","4,373","6,997","26,032","2,875","5,826","6,138","13,555","2,100","2,450","3,949",0,
9 Jan,"8,894","19,063","20,241","2,909","4,013","14,647","203,411","3,570","96,102","90,670","91,609","3,319","30,118","10,352","15,959","4,776","7,272","6,068","12,471","24,504","10,300","18,937","8,301","35,928","4,504","7,116","26,166","2,888","5,859","6,161","13,630","2,186","2,481","3,961",0,
10 Jan,"8,909","19,232","20,513","3,005","4,062","14,929","206,122","3,601","97,570","91,715","92,613","3,348","30,511","10,446","16,079","4,843","7,306","6,136","12,522","24,509","10,470","19,027","8,400","36,513","4,649","7,213","26,332","2,940","5,881","6,188","13,662","2,285","2,526","3,969",0,
11 Jan,"8,919","19,485","20,690","3,096","4,069","15,214","208,583","3,615","99,045","92,764","93,405","3,348","30,738","10,506","16,193","4,977","7,325","6,179","12,570","24,509","10,622","19,122","8,429","37,129","4,765","7,348","26,420","2,949","5,951","6,214","13,725","2,296","2,538","3,980",0,
12 Jan,"8,967","19,835","20,864","3,132","4,096","15,482","211,252","3,649","100,585","94,087","94,249","3,383","31,076","10,574","16,227","5,139","7,357","6,237","12,644","24,620","10,699","19,212","8,499","37,766","5,017","7,541","26,686","2,972","5,951","6,246","13,767","2,368","2,575","4,011",0,
13 Jan,"8,991","20,103","21,049","3,220","4,147","15,801","214,728","3,727","102,340","95,562","95,064","3,416","31,583","10,648","16,296","5,273","7,385","6,270","12,724","24,790","10,793","19,308","8,590","38,414","5,130","7,649","26,824","3,026","5,951","6,270","13,828","2,386","2,746","4,011",0,
14 Jan,"9,002","20,400","21,289","3,282","4,164","16,092","217,893","3,807","104,541","97,059","96,045","3,441","31,990","10,719","16,397","5,352","7,436","6,353","12,822","25,059","10,893","19,397","8,662","39,054","5,237","7,745","26,917","3,050","5,955","6,284","13,878","2,529","2,802","4,054",0,
15 Jan,"9,018","20,711","21,570","3,327","4,191","16,354","220,434","3,858","107,636","99,052","97,243","3,475","32,588","10,803","16,504","5,414","7,462","6,411","12,914","25,250","11,021","19,495","8,697","39,703","5,485","7,911","27,087","3,075","6,001","6,304","13,977","2,531","2,859","4,057",0,
16 Jan,"9,035","21,030","21,827","3,396","4,226","16,656","223,970","3,894","111,096","101,049","98,403","3,531","33,158","10,900","16,612","5,605","7,525","6,483","12,992","25,432","11,200","19,569","8,772","40,362","5,572","8,025","27,183","3,091","6,039","6,361","14,075","2,531","2,977","4,065",0,
17 Jan,"9,053","21,292","22,110","3,481","4,266","16,933","227,365","3,946","112,587","102,904","99,377","3,557","33,612","10,995","16,724","5,630","7,554","6,543","13,068","25,600","11,340","19,647","8,836","41,036","5,635","8,143","27,371","3,115","6,080","6,373","14,107","2,531","3,044","4,074",0,
18 Jan,"9,055","21,530","22,355","3,541","4,268","17,228","229,726","3,975","114,072","104,463","100,225","3,557","33,966","11,035","16,737","5,670","7,639","6,578","13,122","25,635","11,485","19,721","8,852","41,697","5,665","8,228","27,459","3,134","6,109","6,394","14,138","2,531","3,145","4,080",0,
19 Jan,"9,071","21,777","22,538","3,584","4,293","17,515","232,289","4,024","115,756","106,076","101,197","3,602","34,429","11,100","16,805","5,858","7,669","6,643","13,226","25,743","11,604","19,799","8,900","42,355","5,799","8,352","27,626","3,149","6,141","6,406","14,247","2,547","3,152","4,108",0,
20 Jan,"9,089","22,271","22,824","3,639","4,313","17,802","236,075","4,056","117,570","107,851","102,152","3,634","34,972","11,162","16,837","6,049","7,703","6,707","13,336","25,910","11,839","19,879","8,939","43,016","5,931","8,526","27,748","3,234","6,148","6,414","14,307","2,549","3,344","4,122",0,
21 Jan,"9,100","22,754","23,060","3,718","4,363","18,258","239,226","4,127","118,798","109,827","103,286","3,659","35,468","11,216","16,943","6,098","7,733","6,797","13,437","26,091","11,931","19,962","9,016","43,661","6,011","8,654","27,885","3,241","6,165","6,462","14,397","2,790","3,388","4,129",0,
22 Jan,"9,115","23,067","23,380","3,821","4,378","18,736","243,018","4,189","121,239","111,623","104,342","3,708","36,048","11,281","17,050","6,182","7,793","6,852","13,508","26,218","12,090","20,046","9,108","44,290","6,211","8,774","28,007","3,277","6,165","6,486","14,582","2,894","3,663","4,142",0,
23 Jan,"9,126","23,320","23,737","3,915","4,433","19,209","246,303","4,225","123,048","113,498","105,261","3,745","36,657","11,367","17,187","6,425","7,808","6,940","13,599","26,329","12,240","20,133","9,173","44,478","6,411","8,919","28,119","3,301","6,220","6,508","14,651","3,097","3,934","4,158",0,
24 Jan,"9,144","23,612","24,147","3,990","4,448","19,419","249,815","4,263","125,376","115,013","106,162","3,765","37,089","11,501","17,307","6,501","7,831","7,023","13,688","26,452","12,481","20,221","9,216","44,683","6,614","9,084","28,272","3,304","6,259","6,533","14,715","3,165","4,008","4,161",0,
25 Jan,"9,144","23,798","24,436","4,108","4,463","19,729","252,266","4,289","127,398","116,526","107,050","3,765","37,414","11,546","17,440","6,585","7,863","7,080","13,777","26,496","12,620","20,313","9,228","45,289","6,722","9,192","28,316","3,331","6,266","6,564","14,733","3,212","4,129","4,168",0,
26 Jan,"9,149","24,340","24,961","4,187","4,481","20,054","254,580","4,328","131,322","118,204","108,017","3,798","37,971","11,577","17,537","6,695","7,891","7,130","13,911","26,527","12,820","20,403","9,261","45,637","6,878","9,318","28,448","3,362","6,315","6,584","14,869","3,273","4,350","4,172",0,
27 Jan,"9,163","24,880","25,263","4,277","4,498","20,481","256,416","4,388","134,520","120,001","109,081","3,829","38,727","11,639","17,599","6,756","7,909","7,237","13,998","26,627","12,966","20,496","9,299","45,919","7,043","9,466","28,577","3,392","6,316","6,616","14,939","3,330","4,477","4,173",0,
28 Jan,"9,181","25,246","25,307","4,372","4,511","20,840","259,305","4,453","139,052","121,508","110,103","3,842","39,186","11,701","17,702","6,801","7,946","7,337","14,080","26,737","13,112","20,591","9,360","46,598","7,276","9,584","28,693","3,404","6,329","6,638","14,939","3,438","4,593","4,228",0,
29 Jan,"9,202","25,661","25,633","4,489","4,527","21,254","262,753","4,499","142,887","123,003","111,109","3,873","39,853","11,834","17,822","6,824","7,973","7,420","14,166","26,808","13,228","20,682","9,397","46,932","7,392","9,730","28,789","3,426","6,361","6,670","15,151","3,517","4,686","4,244",0,
30 Jan,"9,224","25,914","25,933","4,612","4,557","21,571","266,244","4,543","147,488","124,240","111,939","3,914","40,554","11,910","17,952","7,025","7,999","7,478","14,230","26,892","13,358","20,774","9,443","47,595","7,663","9,875","28,878","3,442","6,380","6,706","15,215","3,633","4,849","4,283",0,
31 Jan,"9,228","26,152","26,204","4,667","4,579","21,825","269,718","4,580","150,336","125,355","112,795","3,932","41,212","11,976","18,076","7,040","8,099","7,574","14,310","26,979","13,453","20,865","9,501","48,261","7,793","10,009","29,008","3,452","6,426","6,727","15,237","3,732","4,905","4,308",0,
1 Feb,"9,230","26,405","26,238","4,736","4,583","22,047","273,332","4,580","153,302","126,329","113,488","3,932","41,578","12,038","18,150","7,148","8,149","7,622","14,376","27,023","13,527","20,962","9,517","48,910","7,857","10,156","29,029","3,483","6,472","6,731","15,248","3,780","5,039","4,311",0,
2 Feb,"9,252","26,714","26,275","4,774","4,596","22,273","276,694","4,633","155,370","127,445","114,335","3,969","42,021","12,137","18,237","7,262","8,175","7,622","14,438","27,060","13,630","21,098","9,548","49,005","8,132","10,321","29,107","3,528","6,480","6,756","15,324","3,894","5,212","4,370",0,
3 Feb,"9,266","26,975","26,404","4,871","4,608","22,585","280,261","4,693","157,611","129,228","115,071","3,996","42,924","12,156","18,341","7,540","8,194","7,628","14,498","27,189","13,702","21,233","9,574","49,166","8,287","10,445","29,211","3,540","6,481","6,792","15,393","4,084","5,324","4,400",0,
4 Feb,"9,276","27,191","26,430","4,992","4,621","22,906","283,893","4,741","159,631","131,003","115,750","4,029","43,656","12,206","18,452","7,611","8,230","7,628","14,527","27,286","13,765","21,359","9,621","49,466","8,494","10,543","29,303","3,570","6,501","6,797","15,538","4,184","5,482","4,423",0,
5 Feb,"9,285","27,699","26,497","5,107","4,627","23,186","287,233","4,797","161,748","132,887","116,549","4,054","44,454","12,286","18,580","7,661","8,255","7,629","14,595","27,344","13,782","21,474","9,652","49,692","8,667","10,657","29,371","3,603","6,532","6,810","15,601","4,232","5,871","4,437",0,
6 Feb,"9,298","27,896","26,544","5,242","4,633","23,403","289,612","4,834","165,719","134,488","117,294","4,096","45,061","12,353","18,720","7,849","8,274","7,651","14,653","27,439","13,888","21,573","9,686","50,187","8,851","10,772","29,441","3,603","6,561","6,824","15,668","4,380","6,069","4,448",0,
7 Feb,"9,312","28,277","26,634","5,337","4,641","23,548","293,825","4,859","167,707","135,552","117,851","4,119","45,562","12,414","18,837","7,912","8,305","7,651","14,724","27,568","13,980","21,742","9,734","50,459","8,888","10,886","29,534","3,613","6,584","6,837","15,725","4,468","6,282","4,470",0,
8 Feb,"9,323","28,537","26,675","5,432","4,647","23,754","296,969","4,861","169,207","136,378","118,436","4,119","45,906","12,457","18,917","8,046","8,315","7,792","14,795","27,610","14,011","21,888","9,741","50,595","8,920","10,947","29,596","3,634","6,595","6,867","15,775","4,499","6,365","4,470",0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasus Harian,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
15-Mar,,,,,,,19,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar,,,1,,,,14,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar,,,4,,,1,30,,12,2,,,1,,,,,,,,,1,,,,1,1,,,,,,,,2,
19-Mar,,,10,,,2,52,,2,4,1,,2,,,,2,,,,,1,3,2,,,1,,,,,,,,,
20-Mar,,3,10,,,-1,5,,15,,6,,7,2,,,1,,,,,,,,,,-1,,,,,,,,13,
21-Mar,,,4,,,1,44,,14,2,11,,,,,,,,,,,,,2,,,,,,,,,,,3,
22-Mar,,,,,,,40,,4,1,15,,,,1,,,,,,,,,,,,,,1,,2,,,,,
23-Mar,,3,9,,,,44,1,,,,,2,,,,1,,,,,,,,,,,1,,,,,,,4,
24-Mar,,,9,,,1,70,,1,4,10,1,,1,,,,1,1,,1,5,,,,,1,,,,1,,,,0,
25-Mar,,3,2,,,11,39,,13,19,,,,,1,,,1,,,,,,9,,,,,,,,,,,7,
26-Mar,1,,,,,,53,,5,2,8,,,2,,,,,,3,,,,14,1,2,1,,,,4,,,,7,
27-Mar,3,,17,,,6,83,,20,3,7,,,,,,,,,2,,,,2,,1,,,,2,,,,,7,
28-Mar,,,10,,,,38,,21,12,11,,6,1,,2,,,1,,,,,4,1,,,,,,,,,,2,
29-Mar,,1,3,,,,48,,30,8,13,5,,,,,,,,,,,,15,,,1,,,,2,,,,4,
